,01.NTTdocomo,02.サッポロファクトリー,03.サッポロガーデンパーク,04.愛生舘ビル,05.デ・アウネさっぽろビル,07.富士メガネ円山店,08.グランドメルキュール札幌大通公園,09.札幌医科大学 国際医学交流センター,10.ANAクラウンプラザホテル札幌,11.さっぽろ東急百貨店,12.プライムパーク円山公園,13.大通西8丁目エフロクマル前,14.南1条通大丸藤井セントラル前,15.南1条通JCB札幌東ビル前,17.札幌開発建設部,18.石山通プリンスホテル前,19.北1条通西4丁目,20.北1条通アーバンネット札幌ビル前南側,21.北海道庁別館西棟,22.札幌パークホテル,26.桑園ウエストプラザ,27.札幌総合法律事務所,28.桑園北5条通,29.北大工学部,30.セントラル札幌北ビル,31.札幌駅北口広場北西角,32.札幌第一合同庁舎前,34.駅前通sitatte sapporo前,35.駅前通MMS札幌駅前ビル前,36.北3条通苗穂駅前,39.札幌市民ギャラリー,40.札幌市役所,42.南1条通NTT東日本札幌病院前,43.大通西28丁目円山公園入口,45.駅前通南9条,46.りんゆう観光,47.北海道庁赤れんが庁舎前,48.サツドラ本社前,49.ローソン札幌桑園店,50.ローソン札幌北6条西十四丁目店,51.ローソン札幌北6条西二十丁目店,52.UR札幌北一条前,53.駅前通大通ビッセ前,54.駅前通札幌大通西4ビル前,55.西2丁目線H&Bプラザビル前,56.西2丁目線丸井今井前,57.西2丁目線NBF札幌南二条ビル前,58.札幌駅西口ヨドバシカメラ前,59.駅前通miredo前,60.イオン札幌桑園ショッピングセンター,61.まいばすけっと北5条西22丁目店,62.中島公園南9条公園内駐輪場前,63.NX商事知事公館前ビル前,64.まいばすけっと北11条西4丁目店,65.コープさっぽろそうえん店,67.札幌三越,68.エアリービル,69.札幌駅北口さつきた8・1前,70.カナモトホール,71.北ガスアリーナ札幌46,72.大通東４丁目北海道新聞社前,73.札幌TRビル
26.桑園ウエストプラザ,1564.906414463786,3521.47359426171,3360.2909381362983,2725.9117999934597,2970.4775345686953,2957.333759641401,1687.9258207491532,2176.706987215871,2563.23973178321,2362.722916154819,2997.585121821333,2279.2463577649537,3037.5150215132903,3300.339693523478,2021.8932021725675,2145.040514346409,2560.167793894187,2310.348843694672,1664.9654728986295,4173.789226152577,0.0,965.9767692704595,1174.383403095055,2412.035507369953,2540.138911212275,1895.4968434978905,2022.9090659417163,2311.214159781416,2165.235945256627,4155.964502463878,3971.326399613211,2760.009068720198,1921.272960125617,3112.320058723022,3904.397813257553,2580.6246141690317,2311.825405073946,2710.4689262589427,0.0,788.4879190308956,1430.5315249787718,2008.4576804342694,2702.665281096647,2697.4896556649815,3427.6521381223624,3036.932540295499,3233.621718352656,1881.1542691228906,2311.214159781416,400.4311559346279,1835.5962314632084,3916.853696918049,1315.3616573316451,2348.0279168179345,1203.0369637492784,2849.6472613090905,851.1391478437738,2152.9333880324934,2957.265679992969,3176.6369210965663,3649.1289975447557,2301.3887723524886
27.札幌総合法律事務所,853.0329964915509,2575.567897179769,2780.039791401495,1773.3862744241173,2296.9847794946386,2664.074957990499,724.4694102937394,1710.1266195379935,1617.3340347012681,1416.8172190728772,2621.7474577557614,1317.727342240359,2091.609324431349,2354.4339964415367,1560.1293682926819,1218.2318830028296,1614.2620968122453,1362.6163694488519,719.0597758166872,3242.2317368464205,967.0452652891302,0.0,707.4975926623368,1831.7843606351498,1959.8877644774718,1315.2456967630874,1442.6579192069132,1365.3084626994741,1219.3302481746853,3210.0588053819356,3025.42070253127,1814.103371638256,1453.4668045156377,2819.0612570721205,2972.8403239513973,2000.373467434229,1365.9197079920043,2130.2177795241396,967.0452652891302,450.3225424299784,1349.117293806103,1045.0012699788558,1756.7595840147053,1749.0294159833063,2481.746441040421,2091.0268432135576,2287.7160212707145,1224.2240009766876,1365.3084626994741,826.2356200508574,1377.5299747469876,2985.2962076118934,848.2917872096826,1767.7767700831319,1975.1707941604143,1903.7415642271487,1147.6192862241103,1572.6822412976903,2011.3599829110276,2230.731224014624,2703.223300462814,1355.4830752705468
28.桑園北5条通,915.942400501634,3151.9045318667777,3486.451224153251,2346.174744672367,2877.4025149893864,1956.5773653281622,1297.2578805419894,1004.1243204900289,2197.751770196016,1997.2349545676248,1914.2498650934244,1890.5158124886088,2664.5108511560197,2927.3355231662076,852.6317756303447,1750.6520472184675,2189.0084501066776,1935.4048396971016,1299.4775113114351,3752.329159918622,1174.3834030950547,707.4975926623368,0.0,2538.1957933869057,2666.299197229228,2021.6571295148433,2149.069351958669,1945.7261981942215,1799.7479836694329,3790.4765408766834,3600.167055825702,2388.849724932688,1003.2993674224213,2111.563664409783,3482.9377470235986,2706.7849001859845,1940.6660612864368,2836.6292122758955,1174.3834030950547,386.07954375340387,771.7733108686471,1617.7897402271055,2331.5059373091376,2321.8178862315567,3054.647967765092,2665.7731965079897,2860.6175479953854,1804.6417364714355,1945.7261981942215,773.9522471604269,670.0323820846507,3495.3936306840947,398.2808624109574,2474.1882028348873,1406.8736413792124,2478.487917521581,580.0975347639168,2279.0936740494462,2586.1063362054597,2811.148959509372,3277.9696537572463,1935.9008107652944
29.北大工学部,2664.933063735803,2587.3499484841723,2115.245896341918,2106.386204419079,1808.9235623855243,4477.8339728637375,2283.9678801439045,3522.026686782246,1677.7271592702211,1484.909178527168,4435.506472628999,2159.3637678791083,2163.6243560292733,2420.004972507831,3377.2530375898386,2777.730352852995,1686.27712841017,1691.0112636882002,1545.576588761229,3370.903302886052,2443.98304387113,1820.2871998895232,2524.8251417152846,0.0,386.7561450907093,775.0983019013242,902.51052434515,1433.4004221537648,1291.34527977261,3165.733349685225,3051.113139937399,1886.1184032361807,3265.3668717598894,4632.820271945358,3068.4723041630305,1181.9322129480538,1437.934739589929,1568.6836274866625,2443.98304387113,2143.220744503701,2912.77658421931,2138.8599206393405,1828.77461561263,1823.5989901809644,2547.3174171067153,2154.7283078392975,2353.286997337009,775.2775109997913,1433.4004221537648,2389.894910464064,3194.857523799935,3175.7694755847438,2665.1626287949666,322.55108336508675,3537.193584359562,1975.7565958250734,2711.278576637317,1032.2386024358775,2075.0614475367674,2241.2066174429115,2728.5287465135134,1412.2958432553412
30.セントラル札幌北ビル,2793.036467578125,2209.968265648841,1745.493157203742,2223.008024527484,1439.1708232473488,4605.93737670606,2412.0712839862267,3650.1300906245683,1292.4464801956299,1226.4847670363206,4563.6098764713215,2275.985587987513,2033.8606760255188,2034.7242934332396,3505.356441432161,2905.8337566953173,1802.8989485185746,1807.6330837966048,1662.1984088696333,3206.6017059731594,2572.0864477134523,1948.3906037318452,2652.928545557607,386.7561450907093,0.0,644.6420677143843,517.2298452705586,1550.0222422621696,1407.9670998810145,2795.980610547049,2673.731457102068,1624.7025170560269,3393.4702756022116,4760.923675787681,3127.765027069336,812.1794738098781,1554.5565596983336,1198.9308883484864,2572.0864477134523,2271.324148346023,3040.879988061632,2255.481740747745,1945.3964357210345,1940.220810289369,2162.036738032124,1769.4476287647062,1968.0063182624176,891.8993311081957,1550.0222422621696,2517.998314306387,3322.960927642257,3268.309541642772,2793.2660326372884,193.89035563854532,3665.2969882018842,2088.626629216736,2839.3819804796394,645.4824573451682,1689.7807684621762,1863.8249346075809,2351.1470636781823,1027.01516418075
31.札幌駅北口広場北西角,2148.39439986374,1820.1506428221085,1464.7940946384074,1578.3659568130993,1074.9806910708046,3961.295308991675,1767.4292162718423,3005.488022910183,902.6288573688971,836.667144209588,3918.9678087569373,1631.3435202731287,1635.6041084232934,1644.9066706065066,2860.7143737177767,2261.1916889809327,1158.2568808041901,1162.9910160822203,1017.5563411552488,2816.784083146427,1927.4443799990677,1303.7485360174608,2008.2864778432222,775.0983019013242,644.6420677143844,0.0,127.41222244382577,905.3801745477853,763.3250321666301,2453.3348931481596,2283.913834275335,1234.8848942292939,2748.8282078878265,4116.281608073296,2540.4520565570506,685.1277706711417,909.9144919839492,814.9720827610521,1927.4443799990677,1626.6820806316387,2396.2379203472474,1610.8396730333607,1300.75436800665,1295.5787425749845,1772.2191152053913,1379.6300059379732,1578.1886954356846,247.25726339381137,905.3801745477853,1873.3562465920015,2678.318859927873,2647.749227978764,2148.623964922904,452.54721853623755,3020.654920487499,1447.7363482190935,2194.7399127652543,257.43654453460294,1299.9631456354432,1474.007311780848,1961.3294408514496,637.1975413540172
32.札幌第一合同庁舎前,2275.8066223075657,1692.7384203782829,1337.3818721945818,1705.7781792569253,947.5684686269788,4088.707531435501,1894.841438715668,3132.900245354009,775.2166349250714,709.2549217657622,4046.3800312007634,1758.7557427169547,1516.6308307549602,1517.494448162681,2988.126596161602,2388.6039114247583,1285.669103248016,1290.4032385260462,1144.9685635990747,2689.3718607026008,2054.8566024428933,1431.1607584612864,2135.698700287048,902.5105243451501,517.2298452705586,127.41222244382577,0.0,1032.792396991611,890.7372546104558,2325.9226707043335,2156.501611831509,1107.4726717854683,2876.240430331652,4243.693830517122,2610.5351817987776,557.7155482273158,1037.326714427775,687.5598603172264,2054.8566024428933,1754.0943030754643,2523.650142791073,1738.2518954771867,1428.166590450476,1422.9909650188104,1644.8068927615657,1252.2177834941476,1450.776472991859,374.6694858376371,1032.792396991611,2000.7684690358271,2805.731082371698,2751.079696372213,2276.03618736673,579.9594409800634,3148.067142931325,1571.3967839461777,2322.15213520908,130.0243220907772,1172.5509231916176,1346.5950893370223,1833.9172184076235,509.7853189101914
34.駅前通sitatte sapporo前,1551.6449651416517,1211.4433248651571,2091.6601701948052,931.2706775302137,1464.7678809709398,3381.7269380442463,1165.5469385379724,2406.0845590957438,523.7259977589074,323.20918213051635,3338.218050835698,988.9920772739115,730.2415403692623,993.06621237945,2388.911033071851,1657.505904386361,273.02979949758435,520.6395730830031,649.8628793979194,1940.476348598254,2314.558081007,1364.8007645453133,1948.0016234011346,1443.9883054121462,1552.2806203227467,915.9680578061664,1035.050775052188,0.0,147.1298038579143,1849.0215465478543,1663.5806511543096,452.7355875761699,2149.0073374787853,3536.7132371258676,1638.0453498752327,1335.8549922961483,267.56304898473195,1462.6568068515473,2314.558081007,1799.206008651167,2696.630109523973,968.4882300341435,395.3917999526193,570.8029902176111,1120.3786569783344,729.1867918365982,926.3482372086279,668.7107944123551,0.0,2173.748435768727,2618.034005485785,1778.5898644486683,1811.3321330851193,1368.515276342404,3322.6836098782846,542.3737801650626,2495.1321019419797,915.2681480025818,649.5199315340681,1137.123187072264,1341.3832490858547,525.2654561419967
35.駅前通MMS札幌駅前ビル前,1677.387726043483,1357.714755113666,1967.4150650710644,1061.7572747157135,1337.9562386090622,3507.4696989460776,1291.2896994398036,2531.8273199975747,399.48089263516647,198.96407700677543,3463.960811737529,1114.7348381757424,877.6968610026349,1140.5215330128226,2514.6537939736822,1783.248665288192,420.4851201309568,646.3823339848342,502.7330755400052,2087.931669231627,2167.4282771490857,1217.6709606873994,1800.8718195432205,1296.8585015542321,1413.4803216626367,768.8382539482523,896.250476392078,147.45532063337248,0.0,1992.2056633158343,1810.3347610613234,600.1909082095424,2274.7500983806162,3662.455998027699,1785.5006705086055,1209.043349934271,393.305809886563,1335.8451644896697,2167.4282771490857,1652.0762047932526,2549.5003056660585,1094.2309909359744,542.8471205859918,718.2583108509835,1267.833977611707,875.9409017436122,1073.8035578420004,521.5809905544409,147.45532063337248,2026.6186319108126,2470.904201627871,1926.0451850820411,1937.0748939869502,1221.3854724844896,3175.5538060203703,689.8291007984351,2348.0022980840654,786.4572262455553,796.2740414410821,1012.878081948523,1488.1373589928683,396.4545343849702
36.北3条通苗穂駅前,3341.2271197150717,1092.1704170262722,1407.7730671865604,2600.203801518495,1431.4271307417575,5171.309092617666,2955.129093111392,4088.947252614578,1590.730768740206,1791.247584368597,5111.72384281546,2745.514658300716,2151.3580454238945,1888.533373413707,4178.49318764527,3329.6487395687273,2055.066498786372,2321.2282941431667,2492.9447369153777,2780.593990420969,4157.639938524459,3207.882622062772,3791.0834809185935,3194.8591094559865,2812.3925547809786,2477.010512618123,2349.5982901742973,1849.021546547854,1990.2116613753726,0.0,1207.1575727131774,1855.2252239603613,3831.8700309976193,5295.683630626269,2812.2053668819535,2059.5910270920285,2083.3965981893193,1691.43573905151,4157.639938524459,3642.2878661686245,4539.711967041431,2758.0703846075635,2177.428499241407,2315.715259184422,2169.7556401198435,1968.1070486798435,2085.5036876607933,2504.607505383097,1849.021546547854,4016.8302932861857,4461.115863003244,2952.2348245016556,3627.1656822897066,2907.404065239841,5165.765467395742,2287.2860491318734,4338.213959459439,2229.815663124691,1920.3034753665106,977.3335794268497,1476.6281479615463,1856.3099816580504
39.札幌市民ギャラリー,2700.073597449967,472.97421587882803,1585.3664625164474,1393.0462288053177,1465.3474810183575,4249.2986850599345,2313.9755708462876,2881.7896799014,1421.412403932069,1621.6234993459898,4063.3040508150593,1719.8652348253227,944.2004727107173,681.3758007005297,3523.9421784041997,2122.491166855549,1420.9889845281505,1680.074771878062,2322.2209425768583,1712.4778942515686,3986.9161441859396,3034.5402411220202,3611.1515143669194,3087.7680012805863,2705.3014466055783,2315.6496867569176,2188.237464313092,1672.4577578585668,1819.4878670368532,1207.1575727131772,0.0,1221.1477097021398,2624.7124582844417,4247.263838625869,1744.0892707125531,1898.230201230823,1673.6575304278638,1533.8763195722802,3986.9161441859396,3471.5640718301056,4363.759701779305,1997.654551844142,1301.4824281312312,1290.0658357090285,1067.9647336964938,942.4576252044501,878.3461149476162,2334.874583435986,1672.4577578585668,3846.1064989476668,4259.384737976319,1884.1187283322552,3213.7038184788003,2768.196905293155,4995.041673057223,1155.9169986179595,4167.49016512092,2068.4548372634854,1286.225961108289,980.913872229496,451.01118660888255,1687.1246881584027
40.札幌市役所,1486.0018957547106,763.0548069340894,2122.9945691330367,858.0821528586399,1536.978562097522,3316.0838686573047,1099.9038691510314,2335.9262238042315,595.9366788854896,401.0310262764111,3272.5749814487563,918.8337419823993,542.2277239376009,543.0913413453218,2323.2679636849093,1587.3475690948487,199.84127482601062,466.0030701828057,1101.0732328747185,1714.9687538852418,2765.7684344837994,1816.0111180221127,2393.7266007142302,1889.0043847336374,1755.678193928358,1360.9841371276577,1238.4483486577994,451.31004815642694,598.3401573347135,1855.2252239603615,1212.2085359944995,0.0,2078.849002187273,3469.002714307953,1564.8568252036591,1408.0656734227307,452.5098207257239,1534.8674879781295,2765.7684344837994,2250.416362127966,3147.8404630007717,902.8451606472024,322.2032752810456,497.6144655460375,670.4037859442062,277.81467667678817,476.37336617449967,1113.7268737338463,451.31004815642694,2624.9587892455265,3058.750900466762,1705.4013397770948,1996.278904826111,1813.5313556638955,3773.8939633550845,469.185255493489,2946.3424554187795,1118.665721608193,198.14781637425804,1208.0286642955366,890.0111339260443,728.663029747608
42.南1条通NTT東日本札幌病院前,598.3049447584923,2828.0109498184984,4187.950712017447,1358.5175781444493,3590.887721626917,1624.5862267754922,965.1592518450218,257.0772216169585,2652.4123756530207,2451.8955600246295,1438.5915925306183,1158.1807109365648,1677.6829583627095,1940.5076303728972,899.2297201197582,753.9898996759227,1865.1148680583974,1610.6277019172348,1755.9949979754072,2749.029792496202,1921.2729601256167,1448.3822344554937,1003.2993674224211,3269.954968165584,3398.0583720079057,2753.416304293521,2880.8285267373467,2130.0274589638366,2252.931483017854,3829.0410037866036,2621.8834310734264,2064.956142884408,0.0,1622.5513803414278,2479.6383796011787,3438.5440749646623,1862.1518376586353,3568.3883870545733,1921.2729601256167,1132.7850410947212,1739.047243494863,1168.2161051997468,1750.1220400700072,1738.7054476478045,2067.820074971782,2084.3892992688598,1873.7896552020752,2521.2657752266223,2130.0274589638366,1520.8418041909888,1634.6722796918766,2492.0942632616748,862.9985561795158,3205.9473776135655,2372.027659364782,1613.949391732219,1583.3969021863377,3010.852848828124,2004.7224389663295,3264.518627869692,2429.222163253245,2649.3860174028246
43.大通西28丁目円山公園入口,1980.5164343265112,4229.466158903666,5589.405921102613,2986.306770004207,4980.531718492478,155.45307742006833,2366.614460930191,1370.7119702427983,4053.8675847381896,3853.3507691097984,194.1025509520263,2683.0112200551484,3305.4721502224675,3568.2968222326554,1272.3998705723334,2381.7790915356795,3266.570077143566,3012.0829110024033,3157.450207060576,4081.8988095945465,3107.2296863985894,2813.890620892911,2108.352416045451,4643.369025209183,4771.472429051506,4126.830361337122,4254.242583780948,3531.482668049005,3654.386692103023,5321.636575929939,4249.672622933185,3466.411351969576,1627.7891918597568,0.0,3901.5832543063093,4811.958132008264,3263.607046743804,4941.802444098174,3107.2296863985894,2490.210985280204,1767.1696141765838,2571.1091895864247,3153.0151244566855,3141.5985320344826,3695.6092668315396,3487.2823836555376,3501.578847061833,3907.7709399745263,3531.482668049005,2706.7985304639615,1438.3200339608002,3824.9632803600193,1970.9741777413037,4579.361434657165,1943.7070318899541,3138.8635484254523,2333.594061340974,4384.266905871725,3407.6155233530076,4665.973836954859,4057.011355113004,4039.0300142683864
45.駅前通南9条,2593.7446145881236,2063.050216505502,3263.3431577633573,1216.5957288687973,2993.5335834740004,3940.093376801547,2261.154464169469,2703.2973737655107,2058.6874439817084,1932.4019170886993,3751.337493116533,1664.4459918470666,1125.2714717343183,1314.4431381667978,3345.44987226831,1787.3038104936818,1375.2473010234742,1632.1586851675854,2273.9882880708487,302.4309987230215,3910.476483037126,2981.7191344452017,3488.239508528278,3071.687492242907,3161.47335528093,2543.667244636927,2644.2435100103708,1648.8652799667698,1774.8289906886753,2873.9176847729664,1805.8015886035657,1535.199333070454,2484.9401411058566,3935.297280927343,0.0,2867.966188411194,1628.5706089112089,2991.422509354608,3910.476483037126,3370.0734065599727,4185.2673956434155,1942.2353088658858,1254.2466253699163,1242.8300329477136,1184.6386322735962,1550.315820205847,1321.378168573684,2296.409981243116,1648.8652799667698,3758.13016965624,4080.8924318404293,162.8165821262769,3100.716570408073,2996.2144631731644,4818.2478115133335,1108.599904603374,4031.3077379739366,2524.4608829607646,1470.648959903317,2663.949261401239,1792.5194248790904,2134.458191100179
46.りんゆう観光,2832.3256375251017,1445.3239655822215,1018.713436103427,2262.297194474461,647.4822118039558,4645.226546653036,2451.360453933203,3689.419260571545,813.37349863237,1013.8847279066925,4602.899046418298,2315.27475793449,1820.297999598914,1561.6138153377763,3544.6456113791373,2945.122926642294,1610.413228495538,1846.9222537435817,1701.4875788166103,2814.590282696303,2611.3756176604293,1987.6797736788221,2692.217715504584,1193.4657838302621,810.999229155254,683.9312376613615,556.5190152175358,1337.4447437163158,1212.848804913468,2069.2008894467353,1909.0871570354477,1411.139840629422,3432.759445549188,4800.212845734657,2846.2016591572874,0.0,1593.8457296453105,387.4736034942034,2611.3756176604293,2310.613318293,3080.169158008609,2294.770910694722,1732.775228950573,1903.4931628426798,1948.4740616055194,1555.8849523381014,1754.4436418358127,931.1885010551729,1337.4447437163158,2557.287484253364,3362.2500975892344,2986.2311167769894,2832.5552025842653,876.2750986673481,3704.5861581488607,1875.0639527901315,2878.671150426617,426.49469312675865,1476.2180920355713,1099.1806345409611,1586.5027636115626,814.4151250511218
47.北海道庁赤れんが庁舎前,1284.0819161569195,1211.238470580341,2351.1659433619943,668.4514648291503,1731.3166880130414,3114.1638890595136,897.9838895532403,2138.5215101110125,790.2748048010089,590.7734949140538,3070.655001850965,721.4290282891795,725.689616439344,988.5142884495317,2121.3479840871178,1389.9428554016292,248.34238882024084,253.07652409827114,649.1150421849944,1932.968563296123,2314.4056825358057,1364.6055067436075,1941.2167799885062,1690.697833581338,1807.3196536897428,1162.6775859753584,1290.0898084191842,267.875621305201,393.83933202710625,2083.3965981893193,1659.5009945392649,448.1836636462515,1881.4442884940538,3269.150188141135,1630.5375645731017,1602.4037993382499,0.0,1729.205613893649,2314.4056825358057,1799.0536101799726,2696.4777110527784,700.9251810494115,390.8398760227009,385.6642505910353,1115.8267330484161,725.1071352215533,921.7963132787096,915.420322581547,267.875621305201,2173.5960372975323,2610.129605395511,1737.8347359948148,1543.769084100387,1615.2248045115962,3322.5312114070903,537.8218562351442,2494.9797034707854,1180.2965582726615,645.4402749190232,1402.3667902110558,1337.30359247081,790.2938664120765
48.サツドラ本社前,2963.3664826247923,1064.046897047897,649.8220118773552,2354.6720549027186,260.0086083097525,4776.267391752727,2582.401299032894,3820.4601056712354,901.356180423961,1101.8674096982834,4733.939891517989,2414.3581880634565,1908.280681390505,1646.0848811798633,3675.6864564788284,3076.1637717419844,1698.395910287129,1946.0056838725477,1803.5645622450645,2838.037170210874,2742.41646276012,2118.7206187785127,2823.258560604275,1575.9716407855449,1193.505086110537,814.9720827610521,687.5598603172264,1425.4274255079067,1300.831486705059,1691.4357390515104,1528.2662054505554,1499.122522421013,3563.8002906488787,4931.253690834348,2869.6485466718586,386.4338407357816,1692.9291597742765,0.0,2742.41646276012,2441.65416339269,3211.210003108299,2393.8543408236883,1820.7579107421639,1991.4758446342707,2035.5934092890427,1643.8676341296923,1842.4263236274037,1062.2293461548634,1425.4274255079067,2688.328329353054,3493.2909426889255,3009.6780042915607,2963.596047683956,1258.7809556226307,3835.627003248552,1963.0466345817224,3009.711995526307,557.5355382264491,1564.2007738271623,717.9035660066365,1231.2228829598907,902.3978068427127
49.ローソン札幌桑園店,1564.906414463786,3521.47359426171,3360.2909381362983,2725.9117999934597,2970.4775345686953,2957.333759641401,1687.9258207491532,2176.706987215871,2563.23973178321,2362.722916154819,2997.585121821333,2279.2463577649537,3037.5150215132903,3300.339693523478,2021.8932021725675,2145.040514346409,2560.167793894187,2310.348843694672,1664.9654728986295,4173.789226152577,0.0,965.9767692704595,1174.383403095055,2412.035507369953,2540.138911212275,1895.4968434978905,2022.9090659417163,2311.214159781416,2165.235945256627,4155.964502463878,3971.326399613211,2760.009068720198,1921.272960125617,3112.320058723022,3904.397813257553,2580.6246141690317,2311.825405073946,2710.4689262589427,0.0,788.4879190308956,1430.5315249787718,2008.4576804342694,2702.665281096647,2697.4896556649815,3427.6521381223624,3036.932540295499,3233.621718352656,1881.1542691228906,2311.214159781416,400.4311559346279,1835.5962314632084,3916.853696918049,1315.3616573316451,2348.0279168179345,1203.0369637492784,2849.6472613090905,851.1391478437738,2152.9333880324934,2957.265679992969,3176.6369210965663,3649.1289975447557,2301.3887723524886
50.ローソン札幌北6条西十四丁目店,788.9310927978108,3007.1900179245476,3101.413470695325,2211.628223656297,2711.600067127722,2334.613228360036,1168.6945928248879,1389.444856117077,2048.956155446048,1848.439339817657,2292.285728125298,1761.9525247715073,2523.231445176128,2786.056117186316,1238.187922028763,1623.6407395146443,2045.8842175570248,1796.0652673575091,1150.681896561467,3641.339844274729,788.4879190308955,450.3225424299784,386.07954375340387,2153.1580399289796,2281.261443771302,1636.6193760569172,1764.031598500743,1796.930583444254,1650.9523689194648,3641.6809261267153,3457.0428232760487,2245.7254923830355,1132.7850410947212,2489.5995274416573,3371.9484313797057,2321.7471467280584,1797.5418287367838,2451.5914588179694,788.4879190308955,0.0,901.6996756026895,1489.226452510004,2188.381704759485,2183.206079327819,2913.3685617852,2522.648963958337,2719.3381420154938,1622.2768016819173,1796.930583444254,388.0567630962676,1051.890951319404,3384.4043150402017,526.8737383007497,2089.1504493769617,1535.7029411445753,2335.3636849719283,708.1514332082711,1894.0559205915201,2442.982103655807,2662.353344759404,3134.8454212075935,1787.1051960153266
51.ローソン札幌北6条西二十丁目店,1677.1239685150374,3906.57579915705,3873.29324556158,3097.5648216393133,3483.479841993977,1612.0871873543147,2063.2219951187167,1481.9700218779049,2948.3419366785497,2747.8251210501585,1589.5917569064557,2656.479927065336,3416.730201857574,3679.5548738677617,851.5100931044985,2493.0371431707863,2945.269998789526,2695.451048590011,2050.0676777939684,4457.046663896253,1430.531524978772,1351.0789741657984,771.7733108686471,2925.037814795235,3053.141218637557,2408.4991509231722,2535.911373366998,2696.3163646767557,2550.338150151966,4541.066707359218,4356.428604508551,3145.111273615537,1739.0472434948636,1767.0734864359356,4187.655251001232,3093.6269215943134,2696.927609969285,3223.4712336842244,1430.531524978772,901.6996756026895,0.0,2384.3865105272603,3087.767485991986,3082.5918605603206,3806.867318466646,3422.0347451908383,3612.8368986969394,2394.1565765481723,2696.3163646767557,1030.1003690441441,408.1934975572465,4200.111134661726,1170.0541732796046,2861.0302242432167,635.4884707340553,3234.7494662044296,579.642431032709,2665.935695457775,3342.3678848883083,3561.739125991906,4034.231202440095,2686.490977247828
